,0
a_Intercept_subj.30,1.1357131784232468
a_Intercept_subj.31,2.774442348019948
a_Intercept_subj.32,1.146159557777593
a_Intercept_subj.33,1.4367397023726605
a_Intercept_subj.34,1.1910779736641774
a_Intercept_subj.35,1.2572135250606606
a_Intercept_subj.36,1.117499512240338
a_Intercept_subj.37,1.0399493804493258
a_Intercept_subj.38,1.270002914951422
a_Intercept_subj.39,1.3812842756536088
a_Intercept_subj.40,1.4975408961604668
a_Intercept_subj.41,1.0073469212547528
"a_C(rev_cat, Treatment('Alone'))[T.Four]",1.4422221601031298
"a_C(rev_cat, Treatment('Alone'))[T.One]",1.1619030906856624
"a_C(rev_cat, Treatment('Alone'))[T.Three]",1.2841375696131068
"a_C(rev_cat, Treatment('Alone'))[T.Two]",1.2013918527816068
"a_C(rev_cat, Treatment('Alone'))[T.Zero]",1.1637752624066278
