node,sample,,index_sampled,rt_sampled,index,subj_idx,study,phase,trial,offer,fair_cat,rev_con,response,rt,rev_cat,rev_centered,fair_con
wfpt.10,0,51,3793,2.046858685974563,3793,10,Victim,group,208,1.0,unfair,2.0,1,1.23451315500006,Two,0.0,1
wfpt.10,0,52,3796,1.4692350525285622,3796,10,Victim,group,211,1.0,unfair,3.0,1,0.859266199000558,Three,1.0,1
wfpt.10,0,53,3798,2.2198350525285626,3798,10,Victim,group,213,0.800000000000001,unfair,3.0,1,1.11333913699946,Three,1.0,1
wfpt.10,0,54,3799,-0.8275775124313307,3799,10,Victim,group,214,0.800000000000001,unfair,1.0,1,1.84749471800023,One,-1.0,1
wfpt.10,0,55,3800,0.7340350525285626,3800,10,Victim,group,215,0.0999999999999996,unfair,3.0,1,0.9369376160002499,Three,1.0,1
wfpt.10,0,56,3804,1.7368204420419644,3804,10,Victim,group,219,0.9,unfair,4.0,1,1.52802654600055,Four,3.0,1
wfpt.10,0,57,3805,1.1440586859745632,3805,10,Victim,group,220,0.30000000000000104,unfair,2.0,1,0.955716008999843,Two,0.0,1
wfpt.10,0,58,3807,1.0548204420419642,3807,10,Victim,group,223,0.800000000000001,unfair,4.0,1,3.6838988889994706,Four,3.0,1
wfpt.10,0,59,3809,4.664544139772753,3809,10,Victim,group,226,0.9,unfair,0.0,1,1.89427812800022,Zero,-3.0,1
wfpt.10,0,60,3810,0.8152350525285625,3810,10,Victim,group,227,1.1,unfair,3.0,1,0.8700865330001759,Three,1.0,1
wfpt.10,0,61,3811,0.8485941154274015,3811,10,Victim,alone,228,1.0,unfair,,1,2.9261886029999,Alone,,1
wfpt.10,0,62,3816,1.464058685974563,3816,10,Victim,group,234,0.6,unfair,2.0,1,1.00342032800017,Two,0.0,1
wfpt.10,0,63,3817,0.6554350525285624,3817,10,Victim,group,235,0.30000000000000104,unfair,3.0,1,2.86232228500012,Three,1.0,1
wfpt.10,0,64,3819,1.340858685974563,3819,10,Victim,group,237,0.4,unfair,2.0,1,1.3544004320001497,Two,0.0,1
wfpt.10,0,65,3820,6.0601441397727545,3820,10,Victim,group,238,0.6,unfair,0.0,1,0.757933066000078,Zero,-3.0,1
wfpt.10,0,66,3836,1.5719941154274018,3836,10,Victim,alone,255,0.9,unfair,,1,4.03727795099985,Alone,,1
wfpt.10,0,67,3837,1.3676350525285623,3837,10,Victim,group,256,1.0,unfair,3.0,1,0.9965895049999741,Three,1.0,1
wfpt.10,0,68,3841,1.7582350525285622,3841,10,Victim,group,260,0.5,unfair,3.0,1,0.693908889999875,Three,1.0,1
wfpt.10,0,69,3842,0.6521366531739425,3842,10,Victim,group,261,1.1,unfair,1.0,1,2.33600961200045,One,-1.0,1
wfpt.10,0,70,3843,1.8371441397727528,3843,10,Victim,group,262,1.3,unfair,0.0,1,1.00092597999992,Zero,-3.0,1
wfpt.10,0,71,3849,1.7256586859745633,3849,10,Victim,group,268,0.6,unfair,2.0,1,0.768221697000627,Two,0.0,1
wfpt.10,0,72,3853,1.4981441397727528,3853,10,Victim,group,272,0.699999999999999,unfair,0.0,1,2.78818848999981,Zero,-3.0,1
wfpt.10,0,73,3855,0.9589366531739427,3855,10,Victim,group,274,0.699999999999999,unfair,1.0,1,1.92349473499962,One,-1.0,1
wfpt.10,0,74,3856,1.4933366531739425,3856,10,Victim,group,275,0.5,unfair,1.0,1,0.810383431999981,One,-1.0,1
wfpt.10,0,75,3869,1.5981941154274018,3869,10,Victim,alone,288,0.5,unfair,,1,0.6859943829995251,Alone,,1
wfpt.10,0,76,3871,3.0913441397727524,3871,10,Victim,group,290,1.0,unfair,0.0,1,0.7748692790000858,Zero,-3.0,1
wfpt.10,0,77,3874,1.0236350525285622,3874,10,Victim,group,293,0.5,unfair,3.0,1,0.733228093000434,Three,1.0,1
wfpt.10,0,78,3876,1.2224350525285623,3876,10,Victim,group,295,1.0,unfair,3.0,1,1.24197616899983,Three,1.0,1
wfpt.10,0,79,3879,1.3792204420419643,3879,10,Victim,group,298,0.19999999999999898,unfair,4.0,1,0.65741956400052,Four,3.0,1
wfpt.10,0,80,3881,0.5842204420419641,3881,10,Victim,group,300,0.6,unfair,4.0,1,0.6998874310002071,Four,3.0,1
wfpt.10,0,81,3885,0.624458685974563,3885,10,Victim,group,304,0.9,unfair,2.0,1,0.650907443000506,Two,0.0,1
wfpt.10,0,82,3891,1.2574204420419641,3891,10,Victim,group,310,0.699999999999999,unfair,4.0,1,0.832777706000343,Four,3.0,1
wfpt.10,0,83,3893,0.9644204420419642,3893,10,Victim,group,312,0.30000000000000104,unfair,4.0,1,0.7800058490001899,Four,3.0,1
wfpt.10,0,84,3894,0.5892350525285626,3894,10,Victim,group,313,1.0,unfair,3.0,1,1.2002027949993102,Three,1.0,1
wfpt.10,0,85,3897,2.984736653173943,3897,10,Victim,group,316,0.4,unfair,1.0,1,0.865841897999417,One,-1.0,1
wfpt.10,0,86,3900,0.5579941154274017,3900,10,Victim,alone,319,0.4,unfair,,1,1.25565893899966,Alone,,1
wfpt.10,0,87,3901,2.567944139772753,3901,10,Victim,group,320,1.0,unfair,0.0,1,0.669217093000043,Zero,-3.0,1
wfpt.10,0,88,3904,0.9258350525285626,3904,10,Victim,group,323,0.800000000000001,unfair,3.0,1,0.6740134580004449,Three,1.0,1
wfpt.10,0,89,3905,0.9852204420419641,3905,10,Victim,group,324,0.9,unfair,4.0,1,1.7234203250000102,Four,3.0,1
wfpt.10,0,90,3908,1.7189441397727527,3908,10,Victim,group,327,1.0,unfair,0.0,1,0.655836499000543,Zero,-3.0,1
wfpt.10,0,91,3910,-4.843577512431331,3910,10,Victim,group,329,1.0,unfair,1.0,1,1.6185647669999499,One,-1.0,1
wfpt.10,0,92,3913,1.2791366531739425,3913,10,Victim,group,332,0.699999999999999,unfair,1.0,1,0.944278273000236,One,-1.0,1
wfpt.10,0,93,3915,2.008058685974563,3915,10,Victim,group,334,0.9,unfair,2.0,1,0.657373615999859,Two,0.0,1
wfpt.10,0,94,3917,0.9184204420419642,3917,10,Victim,group,336,1.2,unfair,4.0,1,1.06461189299989,Four,3.0,1
wfpt.10,0,95,3918,1.177220442041964,3918,10,Victim,group,337,0.9,unfair,4.0,1,0.896883146999244,Four,3.0,1
wfpt.10,0,96,3920,5.861544139772755,3920,10,Victim,group,339,0.0999999999999996,unfair,0.0,1,0.8113453240002849,Zero,-3.0,1
wfpt.10,0,97,3924,0.660620442041964,3924,10,Victim,group,343,0.6,unfair,4.0,1,0.85597537600006,Four,3.0,1
wfpt.10,0,98,3935,2.4313366531739424,3935,10,Victim,group,354,0.4,unfair,1.0,1,0.726742136999746,One,-1.0,1
wfpt.10,0,99,3937,-1.1214514949651428,3937,10,Victim,group,356,1.3,unfair,2.0,1,0.817673376999664,Two,0.0,1
wfpt.10,0,100,3938,1.271858685974563,3938,10,Victim,group,357,0.699999999999999,unfair,2.0,1,0.6405731839995501,Two,0.0,1
wfpt.10,0,101,3945,1.3704586859745629,3945,10,Victim,group,364,0.0999999999999996,unfair,2.0,1,0.7933522690000251,Two,0.0,1
wfpt.10,0,102,3946,1.2032350525285624,3946,10,Victim,group,365,0.19999999999999898,unfair,3.0,1,1.05256263799947,Three,1.0,1
wfpt.10,0,103,3947,-0.8973846088780009,3947,10,Victim,group,366,1.1,unfair,0.0,1,0.784944936999636,Zero,-3.0,1
wfpt.10,0,104,3949,0.831420442041964,3949,10,Victim,group,368,1.3,unfair,4.0,1,0.792076818000169,Four,3.0,1
wfpt.10,0,105,3951,0.7215941154274016,3951,10,Victim,alone,370,0.6,unfair,,1,1.84673949399985,Alone,,1
wfpt.10,0,106,3952,2.6239366531739425,3952,10,Victim,group,371,0.6,unfair,1.0,1,0.52709136500016,One,-1.0,1
wfpt.10,0,107,3955,1.7987366531739426,3955,10,Victim,group,375,0.4,unfair,1.0,1,3.3311821719998997,One,-1.0,1
wfpt.10,0,108,3960,0.5867366531739426,3960,10,Victim,group,380,0.6,unfair,1.0,1,0.9838866790005342,One,-1.0,1
wfpt.10,0,109,3964,0.7037941154274017,3964,10,Victim,alone,384,0.19999999999999898,unfair,,1,0.7821814299995821,Alone,,1
wfpt.10,0,110,3965,1.724420442041964,3965,10,Victim,group,385,0.699999999999999,unfair,4.0,1,1.10404312299943,Four,3.0,1
wfpt.10,0,111,3973,0.9270350525285624,3973,10,Victim,group,393,1.0,unfair,3.0,1,0.8411383259999642,Three,1.0,1
wfpt.10,0,112,3976,1.796020442041964,3976,10,Victim,group,396,1.2,unfair,4.0,1,0.703000825000345,Four,3.0,1
wfpt.10,0,113,3977,0.9603941154274016,3977,10,Victim,alone,397,0.800000000000001,unfair,,1,0.783539744999871,Alone,,1
wfpt.10,0,114,3986,0.5979941154274017,3986,10,Victim,alone,406,0.800000000000001,unfair,,1,0.6682522789997171,Alone,,1
wfpt.10,0,115,3990,1.3856204420419642,3990,10,Victim,group,410,1.0,unfair,4.0,1,0.681858240000111,Four,3.0,1
wfpt.10,0,116,3993,1.1965941154274018,3993,10,Victim,alone,413,0.5,unfair,,1,1.14444940199974,Alone,,1
wfpt.10,0,117,3997,0.8344350525285626,3997,10,Victim,group,417,1.2,unfair,3.0,1,1.45489106800051,Three,1.0,1
wfpt.10,0,118,3998,2.090858685974563,3998,10,Victim,group,418,1.1,unfair,2.0,1,0.8218939689995749,Two,0.0,1
wfpt.10,0,119,4006,0.9284204420419642,4006,10,Victim,group,426,0.4,unfair,4.0,1,0.764091768000071,Four,3.0,1
wfpt.10,0,120,4010,2.6647366531739425,4010,10,Victim,group,430,0.800000000000001,unfair,1.0,1,1.0822167080004899,One,-1.0,1
wfpt.10,0,121,4012,0.8971366531739424,4012,10,Victim,group,432,0.9,unfair,1.0,1,1.59529319300054,One,-1.0,1
wfpt.10,0,122,4016,0.7451941154274015,4016,10,Victim,alone,436,0.19999999999999898,unfair,,1,0.6969348900001929,Alone,,1
wfpt.10,0,123,4017,0.8895366531739426,4017,10,Victim,group,437,0.5,unfair,1.0,1,1.092675074,One,-1.0,1
wfpt.10,0,124,4018,4.872944139772753,4018,10,Victim,group,438,0.4,unfair,0.0,1,0.671427614999629,Zero,-3.0,1
wfpt.10,0,125,4019,1.2614204420419644,4019,10,Victim,group,439,1.1,unfair,4.0,1,3.1334511619998,Four,3.0,1
wfpt.10,0,126,4022,0.768658685974563,4022,10,Victim,group,442,0.699999999999999,unfair,2.0,1,0.877133787000275,Two,0.0,1
wfpt.10,0,127,4024,-1.7697846088780007,4024,10,Victim,group,444,0.4,unfair,0.0,1,0.71721654599969,Zero,-3.0,1
wfpt.10,0,128,4027,0.8373941154274016,4027,10,Victim,alone,447,0.0999999999999996,unfair,,1,0.7086344409999581,Alone,,1
wfpt.10,1,0,3651,2.46125498278421,3651,10,Victim,group,41,0.5,unfair,4.0,1,1.8900869640001499,Four,3.0,1
wfpt.10,1,1,3652,0.9886549827842096,3652,10,Victim,group,42,0.6,unfair,4.0,1,1.4693302539999398,Four,3.0,1
wfpt.10,1,2,3663,0.7608549827842095,3663,10,Victim,group,54,0.30000000000000104,unfair,4.0,1,0.9663237039994781,Four,3.0,1
wfpt.10,1,3,3669,0.5876549827842096,3669,10,Victim,group,60,1.1,unfair,4.0,1,2.06598828200003,Four,3.0,1
wfpt.10,1,4,3670,3.1168135315789454,3670,10,Victim,group,61,0.30000000000000104,unfair,3.0,1,1.8678722750000802,Three,1.0,1
wfpt.10,1,5,3677,1.1947085233074906,3677,10,Victim,group,70,1.1,unfair,2.0,1,1.0134698659994699,Two,0.0,1
wfpt.10,1,6,3678,-1.5997626286462712,3678,10,Victim,group,71,0.19999999999999898,unfair,0.0,1,4.437402266000389,Zero,-3.0,1
wfpt.10,1,7,3680,2.3099085233074907,3680,10,Victim,group,73,0.4,unfair,2.0,1,1.22848086899921,Two,0.0,1
wfpt.10,1,8,3685,0.9544549827842096,3685,10,Victim,group,80,1.1,unfair,4.0,1,1.0796678240003499,Four,3.0,1
wfpt.10,1,9,3687,1.2870135315789453,3687,10,Victim,group,82,1.1,unfair,3.0,1,3.29737569600002,Three,1.0,1
wfpt.10,1,10,3688,-2.0408447489985866,3688,10,Victim,group,83,0.800000000000001,unfair,1.0,1,4.97067408600014,One,-1.0,1
wfpt.10,1,11,3690,2.4438215599431055,3690,10,Victim,group,85,0.5,unfair,0.0,1,1.0573363570001701,Zero,-3.0,1
wfpt.10,1,12,3692,3.980421559943105,3692,10,Victim,group,88,1.3,unfair,0.0,1,3.70256617599989,Zero,-3.0,1
wfpt.10,1,13,3696,0.6246215599431053,3696,10,Victim,group,94,0.19999999999999898,unfair,0.0,1,2.74718117300017,Zero,-3.0,1
wfpt.10,1,14,3697,0.8836135315789451,3697,10,Victim,group,96,1.1,unfair,3.0,1,1.83229930200014,Three,1.0,1
wfpt.10,1,15,3699,1.1780549827842095,3699,10,Victim,group,98,1.2,unfair,4.0,1,3.42016790700018,Four,3.0,1
wfpt.10,1,16,3702,1.9502549827842097,3702,10,Victim,group,102,1.1,unfair,4.0,1,1.94783533400005,Four,3.0,1
wfpt.10,1,17,3704,-2.454044748998587,3704,10,Victim,group,104,1.2,unfair,1.0,0,-1.64965719199972,One,-1.0,1
wfpt.10,1,18,3710,1.4938215599431053,3710,10,Victim,group,110,0.6,unfair,0.0,0,-1.38450542900046,Zero,-3.0,1
wfpt.10,1,19,3711,1.2208215599431054,3711,10,Victim,group,111,0.699999999999999,unfair,0.0,0,-0.805770833999304,Zero,-3.0,1
wfpt.10,1,20,3712,0.8788566499026504,3712,10,Victim,alone,112,0.699999999999999,unfair,,0,-4.24455481299992,Alone,,1
wfpt.10,1,21,3713,0.8709085233074907,3713,10,Victim,group,113,0.5,unfair,2.0,0,-2.1237800899998502,Two,0.0,1
wfpt.10,1,22,3714,1.0808215599431052,3714,10,Victim,group,114,1.0,unfair,0.0,0,-1.13903269099956,Zero,-3.0,1
wfpt.10,1,23,3716,2.8467085233074902,3716,10,Victim,group,118,0.6,unfair,2.0,0,-4.23383757900046,Two,0.0,1
wfpt.10,1,24,3717,-1.9710447489985867,3717,10,Victim,group,119,0.800000000000001,unfair,1.0,0,-3.8412655789998102,One,-1.0,1
wfpt.10,1,25,3723,1.4358612879359574,3723,10,Victim,group,126,0.5,unfair,1.0,1,3.76566342299975,One,-1.0,1
wfpt.10,1,26,3724,1.4821085233074907,3724,10,Victim,group,127,1.1,unfair,2.0,1,3.80613339399952,Two,0.0,1
wfpt.10,1,27,3728,1.7138135315789453,3728,10,Victim,group,131,0.699999999999999,unfair,3.0,1,1.5292685680005902,Three,1.0,1
wfpt.10,1,28,3729,0.9924566499026504,3729,10,Victim,alone,134,0.5,unfair,,1,0.988164903000325,Alone,,1
wfpt.10,1,29,3736,1.2159085233074904,3736,10,Victim,group,142,0.800000000000001,unfair,2.0,1,3.91629655199995,Two,0.0,1
wfpt.10,1,30,3739,0.6282612879359575,3739,10,Victim,group,146,0.5,unfair,1.0,1,2.73795601599977,One,-1.0,1
wfpt.10,1,31,3742,2.3818215599431056,3742,10,Victim,group,150,0.5,unfair,0.0,1,1.00627113800056,Zero,-3.0,1
wfpt.10,1,32,3743,1.0984135315789452,3743,10,Victim,group,151,0.699999999999999,unfair,3.0,1,2.23603530199944,Three,1.0,1
wfpt.10,1,33,3747,0.7629085233074906,3747,10,Victim,group,155,1.3,unfair,2.0,1,1.5961819159993003,Two,0.0,1
wfpt.10,1,34,3748,1.2345085233074906,3748,10,Victim,group,156,1.2,unfair,2.0,1,1.4707618410002399,Two,0.0,1
wfpt.10,1,35,3750,3.3014135315789455,3750,10,Victim,group,158,0.800000000000001,unfair,3.0,1,2.63123741199979,Three,1.0,1
wfpt.10,1,36,3752,1.137413531578945,3752,10,Victim,group,161,0.800000000000001,unfair,3.0,1,2.7535731879997902,Three,1.0,1
wfpt.10,1,37,3756,1.0653085233074906,3756,10,Victim,group,165,0.699999999999999,unfair,2.0,1,1.09269018899977,Two,0.0,1
wfpt.10,1,38,3757,1.5125085233074904,3757,10,Victim,group,166,0.19999999999999898,unfair,2.0,1,1.90712762400017,Two,0.0,1
wfpt.10,1,39,3759,4.661708523307491,3759,10,Victim,group,169,0.5,unfair,2.0,1,2.3150879390004797,Two,0.0,1
wfpt.10,1,40,3763,0.8953085233074906,3763,10,Victim,group,173,0.5,unfair,2.0,1,1.2265993099999801,Two,0.0,1
wfpt.10,1,41,3766,0.9241085233074906,3766,10,Victim,group,177,0.9,unfair,2.0,1,2.16521896599988,Two,0.0,1
wfpt.10,1,42,3767,-1.4383626286462712,3767,10,Victim,group,178,0.0999999999999996,unfair,0.0,1,2.20740508800009,Zero,-3.0,1
wfpt.10,1,43,3768,1.1224215599431053,3768,10,Victim,group,179,0.5,unfair,0.0,1,2.1518647920002,Zero,-3.0,1
wfpt.10,1,44,3769,0.6682549827842096,3769,10,Victim,group,180,0.5,unfair,4.0,1,0.760001112999817,Four,3.0,1
wfpt.10,1,45,3770,0.822613531578945,3770,10,Victim,group,181,0.800000000000001,unfair,3.0,1,0.9353751660000851,Three,1.0,1
wfpt.10,1,46,3772,1.8578566499026503,3772,10,Victim,alone,183,1.2,unfair,,1,1.75006549499994,Alone,,1
wfpt.10,1,47,3776,1.9786612879359575,3776,10,Victim,group,189,1.0,unfair,1.0,1,1.00373483299973,One,-1.0,1
wfpt.10,1,48,3781,0.8834215599431052,3781,10,Victim,group,195,0.5,unfair,0.0,1,0.7675553370008861,Zero,-3.0,1
wfpt.10,1,49,3783,2.902621559943105,3783,10,Victim,group,197,0.4,unfair,0.0,1,2.1431309010004,Zero,-3.0,1
wfpt.10,1,50,3789,0.9208612879359575,3789,10,Victim,group,204,0.19999999999999898,unfair,1.0,1,2.11332134599979,One,-1.0,1
wfpt.10,1,51,3793,3.2029085233074914,3793,10,Victim,group,208,1.0,unfair,2.0,1,1.23451315500006,Two,0.0,1
wfpt.10,1,52,3796,1.124213531578945,3796,10,Victim,group,211,1.0,unfair,3.0,1,0.859266199000558,Three,1.0,1
wfpt.10,1,53,3798,0.8110135315789451,3798,10,Victim,group,213,0.800000000000001,unfair,3.0,1,1.11333913699946,Three,1.0,1
wfpt.10,1,54,3799,2.0228612879359575,3799,10,Victim,group,214,0.800000000000001,unfair,1.0,1,1.84749471800023,One,-1.0,1
wfpt.10,1,55,3800,0.712413531578945,3800,10,Victim,group,215,0.0999999999999996,unfair,3.0,1,0.9369376160002499,Three,1.0,1
wfpt.10,1,56,3804,1.0670549827842095,3804,10,Victim,group,219,0.9,unfair,4.0,1,1.52802654600055,Four,3.0,1
wfpt.10,1,57,3805,4.851308523307491,3805,10,Victim,group,220,0.30000000000000104,unfair,2.0,1,0.955716008999843,Two,0.0,1
wfpt.10,1,58,3807,0.9644549827842095,3807,10,Victim,group,223,0.800000000000001,unfair,4.0,1,3.6838988889994706,Four,3.0,1
wfpt.10,1,59,3809,1.7854215599431051,3809,10,Victim,group,226,0.9,unfair,0.0,1,1.89427812800022,Zero,-3.0,1
wfpt.10,1,60,3810,1.043213531578945,3810,10,Victim,group,227,1.1,unfair,3.0,1,0.8700865330001759,Three,1.0,1
wfpt.10,1,61,3811,0.9106566499026504,3811,10,Victim,alone,228,1.0,unfair,,1,2.9261886029999,Alone,,1
wfpt.10,1,62,3816,0.8177085233074906,3816,10,Victim,group,234,0.6,unfair,2.0,1,1.00342032800017,Two,0.0,1
wfpt.10,1,63,3817,0.7636135315789451,3817,10,Victim,group,235,0.30000000000000104,unfair,3.0,1,2.86232228500012,Three,1.0,1
wfpt.10,1,64,3819,-3.37738262672473,3819,10,Victim,group,237,0.4,unfair,2.0,1,1.3544004320001497,Two,0.0,1
wfpt.10,1,65,3820,-5.294562628646271,3820,10,Victim,group,238,0.6,unfair,0.0,1,0.757933066000078,Zero,-3.0,1
wfpt.10,1,66,3836,0.8518566499026503,3836,10,Victim,alone,255,0.9,unfair,,1,4.03727795099985,Alone,,1
wfpt.10,1,67,3837,0.9638135315789451,3837,10,Victim,group,256,1.0,unfair,3.0,1,0.9965895049999741,Three,1.0,1
wfpt.10,1,68,3841,0.8596135315789452,3841,10,Victim,group,260,0.5,unfair,3.0,1,0.693908889999875,Three,1.0,1
wfpt.10,1,69,3842,0.8376612879359575,3842,10,Victim,group,261,1.1,unfair,1.0,1,2.33600961200045,One,-1.0,1
wfpt.10,1,70,3843,1.217421559943105,3843,10,Victim,group,262,1.3,unfair,0.0,1,1.00092597999992,Zero,-3.0,1
wfpt.10,1,71,3849,2.163908523307491,3849,10,Victim,group,268,0.6,unfair,2.0,1,0.768221697000627,Two,0.0,1
wfpt.10,1,72,3853,1.6670215599431053,3853,10,Victim,group,272,0.699999999999999,unfair,0.0,1,2.78818848999981,Zero,-3.0,1
wfpt.10,1,73,3855,1.4062612879359575,3855,10,Victim,group,274,0.699999999999999,unfair,1.0,1,1.92349473499962,One,-1.0,1
wfpt.10,1,74,3856,0.7380612879359575,3856,10,Victim,group,275,0.5,unfair,1.0,1,0.810383431999981,One,-1.0,1
wfpt.10,1,75,3869,1.0678566499026503,3869,10,Victim,alone,288,0.5,unfair,,1,0.6859943829995251,Alone,,1
wfpt.10,1,76,3871,2.9132215599431053,3871,10,Victim,group,290,1.0,unfair,0.0,1,0.7748692790000858,Zero,-3.0,1
wfpt.10,1,77,3874,0.9378135315789451,3874,10,Victim,group,293,0.5,unfair,3.0,1,0.733228093000434,Three,1.0,1
wfpt.10,1,78,3876,0.7034135315789452,3876,10,Victim,group,295,1.0,unfair,3.0,1,1.24197616899983,Three,1.0,1
wfpt.10,1,79,3879,0.6606549827842095,3879,10,Victim,group,298,0.19999999999999898,unfair,4.0,1,0.65741956400052,Four,3.0,1
wfpt.10,1,80,3881,1.1460549827842095,3881,10,Victim,group,300,0.6,unfair,4.0,1,0.6998874310002071,Four,3.0,1
wfpt.10,1,81,3885,1.2219085233074907,3885,10,Victim,group,304,0.9,unfair,2.0,1,0.650907443000506,Two,0.0,1
wfpt.10,1,82,3891,1.0022549827842095,3891,10,Victim,group,310,0.699999999999999,unfair,4.0,1,0.832777706000343,Four,3.0,1
wfpt.10,1,83,3893,1.3620549827842097,3893,10,Victim,group,312,0.30000000000000104,unfair,4.0,1,0.7800058490001899,Four,3.0,1
wfpt.10,1,84,3894,0.6618135315789451,3894,10,Victim,group,313,1.0,unfair,3.0,1,1.2002027949993102,Three,1.0,1
wfpt.10,1,85,3897,-1.4550447489985865,3897,10,Victim,group,316,0.4,unfair,1.0,1,0.865841897999417,One,-1.0,1
wfpt.10,1,86,3900,0.8924566499026504,3900,10,Victim,alone,319,0.4,unfair,,1,1.25565893899966,Alone,,1
wfpt.10,1,87,3901,1.5078215599431053,3901,10,Victim,group,320,1.0,unfair,0.0,1,0.669217093000043,Zero,-3.0,1
wfpt.10,1,88,3904,0.994613531578945,3904,10,Victim,group,323,0.800000000000001,unfair,3.0,1,0.6740134580004449,Three,1.0,1
wfpt.10,1,89,3905,0.7050549827842095,3905,10,Victim,group,324,0.9,unfair,4.0,1,1.7234203250000102,Four,3.0,1
wfpt.10,1,90,3908,-3.530362628646271,3908,10,Victim,group,327,1.0,unfair,0.0,1,0.655836499000543,Zero,-3.0,1
wfpt.10,1,91,3910,1.5102612879359576,3910,10,Victim,group,329,1.0,unfair,1.0,1,1.6185647669999499,One,-1.0,1
wfpt.10,1,92,3913,1.0408612879359573,3913,10,Victim,group,332,0.699999999999999,unfair,1.0,1,0.944278273000236,One,-1.0,1
wfpt.10,1,93,3915,1.3699085233074904,3915,10,Victim,group,334,0.9,unfair,2.0,1,0.657373615999859,Two,0.0,1
wfpt.10,1,94,3917,0.8794549827842096,3917,10,Victim,group,336,1.2,unfair,4.0,1,1.06461189299989,Four,3.0,1
wfpt.10,1,95,3918,0.7412549827842095,3918,10,Victim,group,337,0.9,unfair,4.0,1,0.896883146999244,Four,3.0,1
wfpt.10,1,96,3920,0.7510215599431053,3920,10,Victim,group,339,0.0999999999999996,unfair,0.0,1,0.8113453240002849,Zero,-3.0,1
wfpt.10,1,97,3924,1.1656549827842095,3924,10,Victim,group,343,0.6,unfair,4.0,1,0.85597537600006,Four,3.0,1
wfpt.10,1,98,3935,2.9006612879359577,3935,10,Victim,group,354,0.4,unfair,1.0,1,0.726742136999746,One,-1.0,1
wfpt.10,1,99,3937,0.6825085233074906,3937,10,Victim,group,356,1.3,unfair,2.0,1,0.817673376999664,Two,0.0,1
wfpt.10,1,100,3938,1.7901085233074907,3938,10,Victim,group,357,0.699999999999999,unfair,2.0,1,0.6405731839995501,Two,0.0,1
wfpt.10,1,101,3945,-1.2157826267247303,3945,10,Victim,group,364,0.0999999999999996,unfair,2.0,1,0.7933522690000251,Two,0.0,1
wfpt.10,1,102,3946,0.9340135315789451,3946,10,Victim,group,365,0.19999999999999898,unfair,3.0,1,1.05256263799947,Three,1.0,1
wfpt.10,1,103,3947,-1.9481626286462714,3947,10,Victim,group,366,1.1,unfair,0.0,1,0.784944936999636,Zero,-3.0,1
wfpt.10,1,104,3949,2.13645498278421,3949,10,Victim,group,368,1.3,unfair,4.0,1,0.792076818000169,Four,3.0,1
wfpt.10,1,105,3951,0.7296566499026503,3951,10,Victim,alone,370,0.6,unfair,,1,1.84673949399985,Alone,,1
wfpt.10,1,106,3952,-1.7268447489985865,3952,10,Victim,group,371,0.6,unfair,1.0,1,0.52709136500016,One,-1.0,1
wfpt.10,1,107,3955,2.820661287935957,3955,10,Victim,group,375,0.4,unfair,1.0,1,3.3311821719998997,One,-1.0,1
wfpt.10,1,108,3960,-1.8114447489985865,3960,10,Victim,group,380,0.6,unfair,1.0,1,0.9838866790005342,One,-1.0,1
wfpt.10,1,109,3964,3.01745664990265,3964,10,Victim,alone,384,0.19999999999999898,unfair,,1,0.7821814299995821,Alone,,1
wfpt.10,1,110,3965,0.8436549827842096,3965,10,Victim,group,385,0.699999999999999,unfair,4.0,1,1.10404312299943,Four,3.0,1
wfpt.10,1,111,3973,0.618613531578945,3973,10,Victim,group,393,1.0,unfair,3.0,1,0.8411383259999642,Three,1.0,1
wfpt.10,1,112,3976,0.6712549827842096,3976,10,Victim,group,396,1.2,unfair,4.0,1,0.703000825000345,Four,3.0,1
wfpt.10,1,113,3977,0.7088566499026503,3977,10,Victim,alone,397,0.800000000000001,unfair,,1,0.783539744999871,Alone,,1
wfpt.10,1,114,3986,1.3114566499026503,3986,10,Victim,alone,406,0.800000000000001,unfair,,1,0.6682522789997171,Alone,,1
wfpt.10,1,115,3990,0.9166549827842095,3990,10,Victim,group,410,1.0,unfair,4.0,1,0.681858240000111,Four,3.0,1
wfpt.10,1,116,3993,0.6938566499026504,3993,10,Victim,alone,413,0.5,unfair,,1,1.14444940199974,Alone,,1
wfpt.10,1,117,3997,2.131613531578945,3997,10,Victim,group,417,1.2,unfair,3.0,1,1.45489106800051,Three,1.0,1
wfpt.10,1,118,3998,1.4823085233074904,3998,10,Victim,group,418,1.1,unfair,2.0,1,0.8218939689995749,Two,0.0,1
wfpt.10,1,119,4006,0.8590549827842096,4006,10,Victim,group,426,0.4,unfair,4.0,1,0.764091768000071,Four,3.0,1
wfpt.10,1,120,4010,2.664261287935957,4010,10,Victim,group,430,0.800000000000001,unfair,1.0,1,1.0822167080004899,One,-1.0,1
wfpt.10,1,121,4012,2.6496612879359573,4012,10,Victim,group,432,0.9,unfair,1.0,1,1.59529319300054,One,-1.0,1
wfpt.10,1,122,4016,1.6190566499026504,4016,10,Victim,alone,436,0.19999999999999898,unfair,,1,0.6969348900001929,Alone,,1
wfpt.10,1,123,4017,0.8148612879359575,4017,10,Victim,group,437,0.5,unfair,1.0,1,1.092675074,One,-1.0,1
wfpt.10,1,124,4018,-1.484762628646271,4018,10,Victim,group,438,0.4,unfair,0.0,1,0.671427614999629,Zero,-3.0,1
